Time_Seconds,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),CV_list(F1)
25.484509468078613,30,0.8054726368159204,0.7131861444469094,0.7609875019597785,0.7282578403609111,0.8626621155867831,"[np.float64(0.9036087369420702), np.float64(0.8264450434261754), np.float64(0.9051915163026274), np.float64(0.8526688453159041), np.float64(0.8486024844720497), np.float64(0.8775977456851004), np.float64(0.8510032943995207), np.float64(0.8712121212121212), np.float64(0.8801242236024844), np.float64(0.818218954248366), np.float64(0.8836519446275544), np.float64(0.8002817893624515), np.float64(0.8691041468819247), np.float64(0.8495318049725542), np.float64(0.8594771241830066), np.float64(0.8981481481481481), np.float64(0.9154631912645297), np.float64(0.8243114909781576), np.float64(0.8938746438746439), np.float64(0.84927877539005), np.float64(0.8774928774928774), np.float64(0.8601872780109783), np.float64(0.8596074707185819), np.float64(0.8853535353535354), np.float64(0.8158536585365853), np.float64(0.8445945945945946), np.float64(0.8394171327642037), np.float64(0.8663526641153959), np.float64(0.880491848576955), np.float64(0.8727163821503445)]","[0.7798311013745097, 0.7053161652218256, 0.761891086620957, 0.7146360351058337, 0.7235813549507817, 0.7090330052113492, 0.7372549019607844, 0.7347049689440994, 0.7763219298560506, 0.7075322745425838, 0.73302940015077, 0.6670948115599121, 0.7222989776181266, 0.7024768922074932, 0.7454622203461376, 0.7603553709472712, 0.7603786816269285, 0.6990116801437556, 0.7895935960591133, 0.7126225490196079, 0.7603786816269285, 0.7239933197253665, 0.7166353383458646, 0.7412047186553921, 0.6388140161725068, 0.6993589743589743, 0.7241176470588235, 0.7235813549507817, 0.7309408465068843, 0.7462833099579242]"
