Time_Seconds,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),CV_list(F1)
20.592849254608154,30,0.8522580645161291,0.6874818348109993,0.7506620855897401,0.7079456618618266,0.8637204976419998,"[np.float64(0.8688699360341151), np.float64(0.8196942446043165), np.float64(0.8188405797101449), np.float64(0.9006294964028778), np.float64(0.897931654676259), np.float64(0.8393009377664108), np.float64(0.8394160583941606), np.float64(0.8776486671223513), np.float64(0.8266666666666667), np.float64(0.896588486140725), np.float64(0.875406283856988), np.float64(0.8571981424148607), np.float64(0.8294243070362473), np.float64(0.8998294970161979), np.float64(0.7793998377939984), np.float64(0.8980099502487562), np.float64(0.8840579710144927), np.float64(0.8258513931888545), np.float64(0.872093023255814), np.float64(0.8484848484848484), np.float64(0.8738450604122247), np.float64(0.8695652173913043), np.float64(0.8651079136690647), np.float64(0.9113475177304964), np.float64(0.9186602870813397), np.float64(0.8576494427558258), np.float64(0.8929440389294404), np.float64(0.8682864450127877), np.float64(0.8217054263565892), np.float64(0.8771615980918307)]","[0.7434892430972913, 0.6821599453178401, 0.6857258718572588, 0.7300696594427245, 0.7270440251572328, 0.6865140360812232, 0.6614351589677211, 0.7384701912260967, 0.6661538461538462, 0.7010482180293501, 0.6309523809523809, 0.7301082595200242, 0.6661538461538462, 0.7366717903082275, 0.6556732740943267, 0.7617506674217296, 0.7164881107917429, 0.7041984732824427, 0.790017825311943, 0.6860532407407407, 0.7458258795468098, 0.753577106518283, 0.712962962962963, 0.6821599453178401, 0.8274491094147582, 0.6363562818542189, 0.6624858461806463, 0.7086466165413534, 0.6948818897637795, 0.7138461538461538]"
