Time_Seconds,repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),CV_list(F1)
39.75951266288757,30,0.556226696495153,0.6371450415466235,0.7109310754004607,0.5385547052973149,0.8652540698058321,"[np.float64(0.8852348128583393), np.float64(0.8646697699521014), np.float64(0.8607417307049783), np.float64(0.8679424024251611), np.float64(0.8710481437754165), np.float64(0.8716129032258064), np.float64(0.8457597492616479), np.float64(0.8848411252782837), np.float64(0.8933840108226503), np.float64(0.8870789957134109), np.float64(0.851033692966066), np.float64(0.8456523010350272), np.float64(0.8590630740967544), np.float64(0.8432079968224547), np.float64(0.863987363987364), np.float64(0.8757913395796404), np.float64(0.8783828934179754), np.float64(0.8408341114223468), np.float64(0.8414288475165884), np.float64(0.8572440894157056), np.float64(0.8434413775639402), np.float64(0.8527449091909741), np.float64(0.8796147672552167), np.float64(0.8679887679887679), np.float64(0.8932008103317296), np.float64(0.8680921052631578), np.float64(0.8730393505778756), np.float64(0.8848585921756653), np.float64(0.8343197482768954), np.float64(0.8713823112730216)]","[0.5700105708245243, 0.5558350951374207, 0.5153227187125492, 0.5038583509513742, 0.5387621946135246, 0.5061239023317432, 0.5580039449752798, 0.5397893856646372, 0.5350080336175997, 0.5806929041941132, 0.5383364692408377, 0.5526348039215686, 0.5702213467904975, 0.5370056497175141, 0.5294934950107364, 0.5239811591234896, 0.5332275176475503, 0.5538059525987091, 0.5250567361254384, 0.576635113469811, 0.5362137049941927, 0.4962615716321983, 0.5317888949635435, 0.4832369942196532, 0.5812492105595555, 0.5554017472622124, 0.5676982591876208, 0.56131592421915, 0.4892338980207984, 0.5104356091916019]"
